,householdsize,PctUnemployed,medIncome,PolicReqPerOffic,TotalPctDiv,PctNotHSGrad,violent_crime_occurence
1029,2.54,5.45,26298,0.0,11.3,26.24,0
1030,2.39,3.41,50859,0.0,11.46,8.47,0
1031,2.98,3.91,59290,388.5,5.81,14.66,0
1032,3.04,6.11,36886,0.0,12.54,15.84,1
1033,2.75,11.64,21344,0.0,13.27,49.73,1
1034,2.69,5.39,36170,0.0,7.11,29.53,0
1035,2.75,3.14,39638,0.0,8.75,14.05,0
1036,2.25,5.79,38976,338.6,13.16,25.57,0
1037,2.84,3.13,42565,0.0,10.41,14.97,0
1038,2.66,2.8,52193,0.0,6.97,12.21,0
1039,2.47,5.85,22369,0.0,13.12,41.29,0
1040,2.91,8.52,24923,682.0,13.8,30.99,1
1041,3.76,15.3,15890,506.9,9.56,54.51,1
1042,2.57,7.88,20298,0.0,12.01,36.28,1
1043,2.79,4.66,41921,337.0,11.2,17.28,1
1044,2.47,6.94,21618,0.0,15.85,26.71,1
1045,2.79,3.69,49148,0.0,6.43,17.51,0
1046,2.46,6.26,25983,510.8,12.07,30.56,1
1047,2.59,4.48,40798,0.0,8.84,18.86,0
1048,3.06,4.11,72369,0.0,4.48,10.09,0
1049,2.35,3.91,24294,0.0,13.66,34.52,1
1050,2.27,11.12,17884,0.0,12.07,28.67,0
1051,3.71,4.28,64333,0.0,5.63,12.47,0
1052,2.85,16.6,19390,346.2,16.98,35.24,1
1053,2.62,8.93,26883,434.9,12.56,30.67,1
1054,2.24,8.65,27900,0.0,9.96,11.64,0
1055,2.34,4.13,32369,0.0,9.73,12.34,0
1056,2.71,4.83,25878,0.0,10.95,19.31,0
1057,2.6,12.39,18913,0.0,15.73,43.15,1
1058,2.41,4.0,24146,0.0,10.03,20.34,1
1059,2.68,5.31,39800,0.0,8.24,20.82,0
1060,2.49,3.59,45303,0.0,9.82,8.47,0
1061,2.64,9.51,17826,0.0,12.18,35.35,1
1062,2.37,4.84,21619,0.0,13.64,36.72,0
1063,3.3,8.2,23485,0.0,12.94,51.75,0
1064,2.96,10.29,22053,0.0,9.63,35.79,1
1065,2.48,3.43,34324,0.0,11.16,16.08,0
1066,2.28,7.39,17391,0.0,14.39,27.26,0
1067,2.78,6.1,37397,0.0,6.9,23.05,0
1068,2.57,7.55,34181,0.0,9.18,27.16,0
1069,2.67,4.07,50896,0.0,8.08,10.16,0
1070,2.39,2.27,36332,0.0,11.95,19.9,0
1071,2.45,7.03,23044,0.0,12.42,27.71,0
1072,2.55,5.19,31885,683.7,11.25,10.08,1
1073,2.52,6.93,21205,0.0,14.08,29.52,1
1074,3.32,4.87,25393,0.0,6.34,16.26,0
1075,2.63,4.41,32964,0.0,8.76,23.47,0
1076,2.09,3.92,33863,0.0,15.61,15.33,0
1077,2.76,5.35,37539,71.4,8.39,17.03,0
1078,2.59,2.83,28435,0.0,12.77,20.26,0
1079,2.81,2.81,48210,0.0,5.58,12.66,0
1080,2.48,8.57,30693,0.0,13.16,28.15,1
1081,2.55,5.16,27483,0.0,17.81,22.83,1
1082,2.74,3.46,50714,0.0,7.58,12.49,0
1083,2.64,3.92,40174,0.0,9.19,9.93,0
1084,2.55,6.24,21947,0.0,9.22,19.28,0
1085,2.7,4.86,34602,0.0,9.4,21.32,0
1086,2.47,6.66,22504,0.0,11.28,39.42,1
1087,2.31,4.36,36835,0.0,11.33,13.95,0
1088,2.6,8.99,18683,0.0,17.24,45.84,1
1089,2.0,4.79,26950,0.0,11.32,25.73,1
1090,2.5,4.01,26171,0.0,12.22,31.37,0
1091,2.1,7.16,26877,0.0,13.57,19.48,1
1092,2.58,4.19,44933,0.0,8.82,25.64,0
1093,2.69,3.55,36698,0.0,10.67,12.78,0
1094,2.73,2.45,48828,0.0,8.57,4.99,0
1095,2.38,8.24,20141,163.9,15.72,32.81,1
1096,2.71,4.35,60357,0.0,5.74,5.58,0
1097,2.75,8.82,17552,0.0,12.79,39.11,1
1098,2.79,12.83,21061,0.0,15.97,30.73,1
1099,2.61,5.15,25153,376.0,11.62,23.46,1
1100,2.63,3.17,81957,400.0,8.95,6.95,0
1101,2.28,6.75,26576,562.5,13.46,16.81,1
1102,2.49,9.53,22023,0.0,13.45,30.67,0
1103,2.47,7.85,21952,0.0,13.67,28.16,0
1104,2.83,3.76,39067,0.0,10.39,8.25,0
1105,2.93,7.19,38822,0.0,10.81,32.23,0
1106,2.63,6.47,24536,0.0,10.96,23.68,0
1107,2.43,4.36,22993,0.0,9.06,24.12,0
1108,2.74,6.16,24162,0.0,11.06,24.3,0
1109,2.44,4.72,27256,0.0,12.71,21.54,1
1110,2.87,3.83,87686,0.0,5.99,5.34,0
1111,2.91,3.2,42841,0.0,7.41,22.53,0
1112,2.85,4.15,20743,0.0,10.68,37.76,0
1113,3.06,3.7,53480,0.0,10.21,16.58,0
1114,2.96,7.89,34050,0.0,11.14,19.86,1
1115,2.94,7.9,25926,0.0,13.16,28.01,1
1116,2.49,3.57,22422,0.0,8.26,22.7,0
1117,2.51,3.47,52979,0.0,8.53,11.13,0
1118,2.81,2.47,51676,0.0,8.85,9.91,0
1119,2.69,3.59,35108,0.0,8.49,12.1,0
1120,3.32,5.25,36481,0.0,6.7,14.46,0
1121,2.58,5.08,49787,294.2,9.86,18.81,0
1122,2.75,2.84,39738,0.0,9.86,16.17,0
1123,2.62,7.0,28261,0.0,13.34,17.5,0
1124,2.67,4.93,37117,0.0,11.03,12.18,0
1125,2.59,1.78,56585,0.0,6.74,8.86,0
1126,2.4,4.55,33107,0.0,9.87,15.58,0
1127,2.56,4.69,48171,891.3,10.29,20.48,0
1128,2.36,7.84,21006,229.7,14.85,30.39,1
1129,3.57,6.22,41933,0.0,9.66,17.09,0
1130,2.48,7.44,25000,0.0,12.01,26.45,1
1131,2.4,5.34,28070,0.0,11.13,18.64,0
1132,2.28,7.51,17196,0.0,14.81,30.99,1
1133,2.6,4.62,43593,0.0,9.62,22.67,0
1134,2.59,6.57,30590,551.7,18.4,23.7,1
1135,2.77,3.76,38868,0.0,9.95,19.52,0
1136,5.28,12.35,21558,0.0,8.44,42.24,1
1137,2.53,5.37,43365,0.0,8.23,21.14,0
1138,2.9,2.78,57561,0.0,7.68,7.1,0
1139,2.59,8.38,21038,381.5,16.07,36.08,1
1140,2.77,4.18,48000,0.0,9.34,16.4,0
1141,2.57,5.37,34168,0.0,10.19,16.18,0
1142,2.84,8.69,18858,0.0,11.87,33.68,1
1143,3.15,13.57,17103,0.0,10.47,48.56,0
1144,2.76,6.24,30908,0.0,13.18,30.39,1
1145,3.67,4.34,41178,0.0,5.17,6.32,0
1146,2.22,5.33,27371,614.5,16.26,18.66,1
1147,2.48,7.71,26668,0.0,8.85,34.58,0
1148,2.41,5.03,42748,0.0,13.02,21.61,1
1149,2.42,10.65,22458,0.0,14.14,30.4,0
1150,2.64,8.73,18829,0.0,11.17,28.08,0
1151,2.7,17.4,15570,0.0,12.1,44.6,1
1152,3.17,3.36,43673,0.0,8.37,20.26,0
1153,2.83,5.31,53971,0.0,7.3,9.77,0
1154,2.36,6.21,20609,468.1,13.98,26.95,1
1155,2.69,6.56,24130,463.6,10.98,24.43,1
1156,2.92,7.2,30733,426.5,11.5,38.66,1
1157,2.82,9.22,31712,426.5,11.52,25.62,1
1158,2.79,5.01,40704,0.0,7.66,21.2,0
1159,2.14,3.89,25906,0.0,11.47,18.44,0
1160,2.61,2.92,45890,0.0,11.92,8.28,0
1161,3.12,2.94,41726,0.0,5.73,17.66,0
1162,2.51,4.56,26119,402.4,16.18,21.9,1
1163,3.54,3.67,59076,0.0,6.83,10.78,1
1164,2.86,3.46,59069,0.0,7.54,8.55,0
1165,2.53,5.73,25384,0.0,13.09,39.17,1
1166,2.32,5.86,40600,0.0,8.39,24.95,0
1167,2.43,9.0,17278,0.0,11.98,28.99,0
1168,4.31,4.86,27922,0.0,4.68,11.33,0
1169,2.59,2.6,48668,0.0,9.02,9.36,0
1170,2.06,3.9,24296,0.0,12.87,22.95,1
1171,2.6,5.89,36771,0.0,8.82,25.94,0
1172,2.36,7.16,24316,1630.1,13.26,25.24,1
1173,2.49,2.45,47029,0.0,10.14,9.45,0
1174,2.82,1.61,84498,0.0,7.64,3.55,0
1175,2.63,9.73,15576,0.0,12.61,26.04,1
1176,2.89,3.51,63203,0.0,4.64,5.98,0
1177,2.58,9.38,27095,1831.5,15.68,25.61,1
1178,2.66,3.76,49658,0.0,5.63,18.7,0
1179,2.44,2.06,37783,0.0,9.87,12.58,0
1180,2.48,5.78,24674,0.0,14.05,16.49,0
1181,2.69,2.31,52817,0.0,5.95,10.6,0
1182,2.76,5.39,38037,0.0,11.57,20.52,0
1183,3.19,4.7,74825,0.0,5.23,11.91,0
1184,2.72,2.64,48547,0.0,8.09,12.43,0
1185,2.89,5.15,47930,0.0,7.26,16.76,0
1186,2.25,7.89,18631,527.4,14.77,26.4,1
1187,2.84,3.37,38694,0.0,7.75,16.6,0
1188,2.62,3.56,25376,0.0,11.57,29.94,0
1189,3.53,17.42,12908,0.0,9.12,58.05,1
1190,2.42,9.39,19950,0.0,11.35,32.62,0
1191,3.04,3.61,41457,0.0,9.55,13.87,0
1192,2.7,8.15,26144,0.0,15.11,28.58,1
1193,3.19,4.96,42481,963.3,11.15,19.41,1
1194,2.73,3.06,59458,0.0,10.53,7.0,0
1195,2.86,2.1,60355,0.0,7.14,3.52,0
1196,2.6,7.78,25587,0.0,12.41,26.39,0
1197,2.56,7.94,22886,617.3,14.36,33.44,1
1198,2.28,8.97,28259,0.0,8.05,12.19,0
1199,2.61,2.92,38962,0.0,11.28,14.51,0
1200,2.68,6.76,18641,0.0,14.15,40.25,1
1201,2.37,3.23,50468,0.0,12.85,10.33,1
1202,3.18,7.14,28382,0.0,9.73,13.08,0
1203,2.54,7.02,24644,0.0,11.52,27.01,1
1204,3.11,8.11,34218,0.0,8.77,24.0,0
1205,3.88,13.29,14292,0.0,7.33,59.32,0
1206,2.59,4.36,50191,0.0,6.45,8.37,0
1207,2.43,2.92,57815,0.0,13.71,6.46,0
1208,2.41,1.79,59913,0.0,7.05,7.57,0
1209,2.47,7.26,21949,0.0,13.51,33.1,1
1210,2.8,7.1,32154,819.7,14.05,22.23,1
1211,2.27,3.57,28097,0.0,13.54,11.55,1
1212,2.4,6.09,25152,358.3,10.8,22.28,1
1213,3.01,14.71,21650,281.7,14.0,48.79,1
1214,2.7,11.76,26810,742.9,17.06,30.7,1
1215,2.64,8.2,23487,501.4,14.35,24.93,1
1216,2.61,8.45,21309,0.0,15.65,37.76,1
1217,2.85,7.87,30151,0.0,12.82,28.77,1
1218,2.43,6.42,25369,968.9,12.92,11.44,0
1219,2.73,9.18,22147,909.1,11.37,37.24,1
1220,2.47,5.39,23958,701.1,14.81,26.96,1
1221,2.59,3.14,53226,0.0,7.56,14.54,0
1222,2.53,5.21,31637,0.0,9.43,30.69,0
1223,3.27,6.9,21463,0.0,7.65,14.11,0
1224,2.99,4.48,50981,0.0,11.18,12.49,0
1225,2.87,4.96,35090,0.0,10.45,15.49,0
1226,2.49,2.26,49712,0.0,8.95,6.32,0
1227,2.81,4.42,30489,0.0,7.23,6.65,1
1228,2.4,5.94,23603,0.0,12.3,30.4,1
1229,2.67,2.67,41524,0.0,9.43,11.61,0
1230,2.34,4.3,32341,0.0,17.0,13.58,1
1231,2.45,4.82,26668,0.0,13.08,28.82,0
1232,2.78,5.15,33498,0.0,8.87,21.26,1
1233,3.29,3.62,38346,0.0,6.95,8.4,0
1234,2.53,12.11,21170,0.0,13.6,24.69,0
1235,2.37,4.47,43309,0.0,7.0,11.49,0
1236,2.31,2.4,55333,310.1,12.24,5.27,0
1237,2.92,3.85,63032,0.0,6.44,6.87,0
1238,2.56,4.97,41745,343.7,8.62,22.22,0
1239,3.13,5.29,46199,0.0,10.24,15.69,0
1240,2.62,2.65,51331,0.0,7.21,10.22,0
1241,2.41,3.96,35197,0.0,12.93,17.59,0
1242,2.57,4.28,36096,0.0,9.83,11.91,0
1243,2.77,2.96,35005,0.0,10.04,22.42,0
1244,4.37,11.49,27074,0.0,8.95,63.37,1
1245,2.45,7.18,18346,0.0,9.27,23.7,0
1246,4.34,10.24,22279,0.0,10.66,68.7,1
1247,2.6,3.6,37771,0.0,8.84,15.01,0
1248,2.27,2.96,34836,0.0,13.27,8.15,1
1249,2.82,3.82,43191,0.0,8.0,20.69,0
1250,2.53,3.09,36977,0.0,7.67,14.31,0
1251,3.18,4.57,47143,0.0,8.89,18.94,1
1252,2.58,3.75,33817,0.0,10.31,23.65,0
1253,2.94,3.91,46309,0.0,5.82,31.91,0
1254,2.94,2.03,65920,0.0,4.75,11.35,0
1255,2.78,5.7,37230,0.0,9.02,25.57,0
1256,2.45,7.73,30138,0.0,12.57,26.98,0
1257,2.79,3.19,55407,317.3,7.13,11.07,0
1258,2.83,2.41,74472,0.0,8.44,4.27,0
1259,2.51,8.17,16586,0.0,15.26,43.86,1
1260,2.53,2.44,45424,0.0,8.2,7.79,0
1261,2.6,10.57,25615,0.0,7.67,22.71,0
1262,2.75,2.55,69695,0.0,6.38,9.91,0
1263,2.55,4.55,41000,0.0,7.42,29.89,0
1264,2.51,6.33,32455,348.1,8.04,24.82,0
1265,2.84,4.44,49965,0.0,6.95,16.88,0
1266,2.55,7.69,33488,0.0,10.91,35.46,0
1267,2.72,7.16,24056,386.6,14.31,28.48,1
1268,2.76,2.77,47808,0.0,4.5,15.83,0
1269,2.63,4.35,23206,0.0,12.55,23.5,0
1270,2.59,3.65,50659,0.0,9.01,5.75,0
1271,2.53,5.57,31007,0.0,9.67,33.08,0
1272,2.36,7.11,24319,0.0,11.4,33.74,1
1273,2.45,5.84,27312,0.0,12.95,20.96,1
1274,2.44,7.35,20053,0.0,15.51,44.8,1
1275,2.53,3.09,46970,0.0,9.32,13.97,0
1276,2.7,2.08,84441,0.0,5.61,4.35,0
1277,2.59,5.96,34528,68.4,9.69,26.03,0
1278,2.75,8.43,19077,0.0,12.48,31.7,1
1279,2.59,4.03,47506,300.8,10.74,10.4,1
1280,2.35,4.28,22859,0.0,15.65,34.97,1
1281,2.46,3.5,40543,0.0,11.0,18.96,0
1282,2.73,9.52,22468,317.2,11.39,14.16,1
1283,2.7,8.03,18022,0.0,5.6,14.84,0
1284,2.49,9.34,19259,0.0,12.82,40.15,1
1285,2.65,6.03,39215,0.0,10.03,19.85,0
1286,2.54,3.83,41814,408.6,7.71,15.22,0
1287,2.94,3.72,50492,0.0,9.3,7.43,0
1288,3.04,6.15,32559,0.0,10.09,29.14,1
1289,2.48,5.68,25982,0.0,8.96,11.01,1
1290,2.49,3.53,42453,0.0,13.03,7.02,0
1291,3.17,3.86,44920,0.0,7.89,6.02,0
1292,2.48,4.82,26771,0.0,8.03,23.13,0
1293,3.87,11.35,14990,0.0,4.9,17.72,0
1294,2.64,4.93,31053,0.0,9.62,19.02,0
1295,2.58,7.22,25377,667.1,13.45,22.56,1
1296,2.92,6.1,23563,461.2,12.87,27.31,1
1297,2.52,9.24,19193,641.6,15.71,30.7,1
1298,2.57,10.95,14579,0.0,12.94,35.93,1
1299,2.93,4.03,33228,0.0,12.22,14.97,0
1300,2.71,10.62,28704,398.5,12.62,38.91,1
1301,2.66,2.91,32624,0.0,9.13,13.91,0
1302,2.82,3.19,55465,0.0,10.29,10.94,0
1303,2.77,4.13,57309,0.0,4.36,11.45,0
1304,2.72,4.29,34826,0.0,13.3,24.64,0
1305,2.47,2.46,42358,0.0,11.27,8.97,0
1306,2.74,3.34,28815,0.0,9.09,14.19,0
1307,2.55,1.97,38605,0.0,10.41,9.74,0
1308,2.43,9.37,23381,0.0,9.53,24.27,0
1309,2.6,7.72,23238,0.0,10.26,33.75,0
1310,2.27,5.64,21665,0.0,15.22,32.9,1
1311,2.87,2.87,42235,0.0,6.28,18.25,0
1312,2.69,7.88,23127,0.0,15.37,30.88,1
1313,2.69,7.8,27770,478.4,11.97,26.84,1
1314,2.99,2.85,76907,0.0,4.41,6.0,0
1315,2.49,4.6,33667,808.1,13.64,20.9,1
1316,3.29,17.3,23201,0.0,16.28,33.29,0
1317,2.44,8.71,20413,0.0,13.8,42.55,0
1318,2.45,9.68,20533,0.0,15.13,29.84,0
1319,3.35,3.58,60368,0.0,8.04,14.67,0
1320,2.2,4.97,25015,0.0,14.46,24.1,1
1321,2.37,9.64,15315,166.8,17.91,42.8,1
1322,3.19,2.41,47346,0.0,6.5,9.08,0
1323,3.34,4.9,46566,0.0,8.29,22.42,0
1324,2.64,4.03,49777,320.1,6.95,16.83,0
1325,2.53,2.85,42299,0.0,13.18,5.98,0
1326,2.94,3.51,56478,0.0,6.2,12.51,0
1327,2.25,4.8,45598,329.9,8.56,6.82,0
1328,2.78,4.75,52044,0.0,8.0,6.75,0
1329,2.62,8.82,21851,0.0,14.22,42.35,1
1330,4.58,13.37,23819,0.0,9.28,73.66,1
1331,2.69,6.37,22357,0.0,12.84,31.05,1
1332,2.61,3.37,49849,0.0,9.55,9.24,0
1333,2.57,3.23,29492,0.0,7.85,19.62,0
1334,2.51,3.3,37159,0.0,12.42,10.01,0
1335,2.43,3.12,42113,0.0,9.71,11.77,0
1336,3.08,3.96,56255,0.0,9.69,11.27,0
1337,2.57,3.52,32348,0.0,12.39,23.2,0
1338,2.33,8.38,22193,0.0,13.91,32.13,0
1339,2.74,6.16,25751,454.6,14.47,33.43,1
1340,2.32,4.06,25482,0.0,8.61,20.25,0
1341,2.75,7.35,20429,0.0,13.88,34.07,1
1342,3.31,7.82,40955,0.0,11.57,31.55,1
1343,2.63,8.35,26265,0.0,11.29,37.82,1
1344,2.27,5.29,28465,0.0,9.71,25.43,0
1345,2.73,11.24,18748,0.0,16.25,31.31,0
1346,2.75,6.41,20831,0.0,12.88,32.97,0
1347,2.1,4.77,46395,0.0,9.25,15.14,0
1348,2.63,5.11,35151,0.0,9.68,15.89,0
1349,2.72,4.38,38354,0.0,11.78,13.58,0
1350,3.22,3.25,41096,0.0,9.07,15.09,0
1351,2.48,6.75,32690,0.0,10.9,24.44,1
1352,2.49,6.15,26344,234.5,13.69,22.88,1
1353,2.94,3.36,45489,0.0,8.18,10.14,0
1354,3.1,4.22,53479,0.0,8.53,7.2,0
1355,2.27,4.01,26818,0.0,9.28,29.39,0
1356,2.67,3.27,28950,0.0,13.21,15.77,0
1357,2.95,6.17,25009,0.0,11.06,17.14,1
1358,2.43,5.1,35230,0.0,9.89,27.5,0
1359,2.65,6.83,31161,0.0,11.66,16.66,0
1360,3.01,3.76,37601,0.0,8.63,10.38,0
1361,2.82,14.01,26634,0.0,13.7,28.86,0
1362,2.52,11.23,19807,388.6,15.06,32.97,1
1363,2.74,4.96,37695,0.0,7.56,20.82,0
1364,2.32,2.43,46502,0.0,13.05,8.03,0
1365,2.87,6.98,30389,483.7,12.89,22.51,1
1366,2.4,5.05,29407,1012.7,10.73,5.08,0
1367,2.6,6.54,31461,0.0,14.0,22.84,1
1368,3.01,3.42,43598,0.0,6.14,10.82,0
1369,3.48,15.72,24470,0.0,9.8,50.77,1
1370,2.64,5.45,26276,0.0,10.72,23.09,1
1371,2.76,6.17,33118,0.0,11.34,25.54,0
1372,2.43,3.2,46885,0.0,13.96,7.6,1
1373,2.88,7.66,24584,0.0,10.68,12.18,0
1374,2.7,4.75,47924,0.0,14.4,10.14,0
1375,2.46,7.2,21135,0.0,10.15,30.52,0
1376,3.26,13.9,25147,0.0,11.32,40.47,1
1377,2.44,3.73,24296,0.0,10.69,17.27,0
1378,2.86,4.9,37274,804.8,12.76,17.45,0
1379,2.56,5.85,31583,0.0,11.16,18.84,0
1380,2.79,2.23,51265,0.0,6.97,10.41,0
1381,2.28,5.56,22267,0.0,14.32,24.92,1
1382,2.55,6.17,21543,0.0,13.19,37.65,0
1383,2.88,5.2,32098,0.0,11.59,19.53,1
1384,2.79,2.27,54505,0.0,7.49,4.96,0
1385,2.82,3.35,47533,0.0,11.75,13.45,1
1386,2.51,8.07,28312,0.0,12.12,31.07,0
1387,2.96,5.82,48507,0.0,6.67,21.15,0
1388,2.44,4.41,29549,0.0,12.82,23.02,0
1389,2.34,10.76,18276,495.0,12.48,27.58,1
1390,2.56,5.16,38507,0.0,8.82,28.98,0
1391,2.73,4.36,22677,0.0,12.0,32.07,1
1392,2.58,15.6,17060,0.0,13.89,34.39,1
1393,2.47,6.2,28117,0.0,13.1,15.41,0
1394,2.81,2.31,57606,0.0,7.43,11.63,0
1395,2.48,10.84,21989,0.0,14.82,38.44,0
1396,2.41,1.83,24573,0.0,9.79,14.7,0
1397,2.55,6.47,27289,0.0,11.38,33.88,0
1398,2.54,5.9,28694,0.0,9.25,28.3,0
1399,2.36,6.25,31793,0.0,14.09,21.47,1
1400,2.67,7.62,40431,0.0,10.66,22.6,0
1401,2.53,6.16,26777,0.0,12.52,41.92,0
1402,2.29,6.67,25324,398.1,13.1,17.42,1
1403,2.92,5.69,24265,0.0,6.91,16.52,0
1404,2.62,1.96,53539,0.0,6.41,4.46,0
1405,2.52,6.77,12931,0.0,4.92,11.9,0
1406,2.72,8.58,30037,0.0,14.65,33.85,1
1407,2.54,5.89,25238,0.0,12.51,33.26,1
1408,2.43,3.16,24509,0.0,13.87,33.76,1
1409,2.67,6.31,25523,444.8,9.28,17.64,0
1410,3.01,7.34,31702,0.0,14.78,21.56,0
1411,2.75,5.88,33063,0.0,12.99,26.64,1
1412,2.75,2.77,63607,0.0,10.55,4.62,0
1413,2.87,11.99,16223,332.9,12.86,31.32,1
1414,2.54,6.58,20646,0.0,10.4,30.36,0
1415,2.62,8.22,22664,0.0,13.59,28.99,1
1416,3.14,6.92,41974,0.0,11.31,20.16,1
1417,3.81,12.37,22515,0.0,10.19,66.39,1
1418,2.82,9.96,21897,0.0,13.78,41.46,1
1419,2.89,1.97,45262,0.0,6.85,17.77,0
1420,2.75,6.82,33453,815.2,11.8,18.79,1
1421,2.81,15.94,13704,0.0,13.96,38.35,1
1422,2.52,9.12,19002,0.0,12.71,30.55,0
1423,2.99,7.28,40256,0.0,11.77,22.94,1
1424,2.42,6.44,32150,0.0,12.51,16.42,1
1425,3.19,7.7,13109,0.0,4.27,21.37,0
1426,2.89,14.99,22183,378.8,14.08,43.01,1
1427,2.75,6.63,30194,0.0,12.3,29.73,0
1428,2.47,4.14,34950,0.0,15.38,13.79,0
1429,2.73,5.72,33686,425.2,12.8,17.74,1
1430,2.7,5.42,21496,0.0,12.27,33.6,0
1431,2.77,6.24,25500,0.0,8.07,22.95,0
1432,2.69,4.98,32779,0.0,13.39,14.66,0
1433,2.86,8.92,23584,406.8,14.01,30.87,1
1434,2.72,11.32,26301,314.0,12.99,33.95,0
1435,2.5,5.59,28989,0.0,10.95,19.81,0
1436,2.87,7.86,34588,0.0,9.88,31.09,0
1437,2.48,4.62,35237,689.4,14.42,14.3,1
1438,3.09,4.31,50945,0.0,10.0,18.32,0
1439,2.95,2.25,57132,0.0,4.16,8.98,0
1440,2.59,4.53,35828,0.0,11.46,15.44,0
1441,2.67,9.79,27914,0.0,13.7,27.01,0
1442,2.8,14.24,19391,138.8,13.59,42.26,1
1443,2.54,8.24,21745,0.0,14.39,29.84,1
1444,3.1,5.7,41435,0.0,12.08,23.34,1
1445,2.66,3.17,32073,0.0,7.35,11.49,0
1446,2.1,3.93,34158,284.2,7.47,15.38,0
1447,2.45,6.76,21568,0.0,10.31,24.6,0
1448,3.52,19.01,13060,0.0,8.4,58.71,1
1449,2.38,6.43,23551,1363.2,15.77,31.91,1
1450,2.65,4.56,42665,224.9,6.78,25.17,0
1451,2.9,3.5,51014,0.0,8.39,4.85,0
1452,2.56,6.26,34995,0.0,12.67,24.31,0
1453,2.61,4.04,38920,0.0,7.82,20.43,0
1454,2.63,5.84,36171,0.0,9.69,15.38,0
1455,2.53,2.91,46212,0.0,8.39,7.23,0
1456,2.8,2.65,43968,0.0,6.21,20.14,0
1457,3.17,6.41,37695,0.0,11.41,26.61,1
1458,2.72,5.8,23184,0.0,9.04,14.6,0
1459,2.3,4.18,23038,0.0,14.45,28.8,1
1460,3.03,2.55,74401,0.0,3.87,9.13,0
1461,2.89,3.88,47284,0.0,8.36,10.18,0
1462,3.89,5.59,31633,0.0,6.36,13.93,0
1463,2.51,4.72,34255,0.0,10.43,17.2,0
1464,2.52,8.17,21242,379.5,12.15,28.84,1
1465,2.62,2.75,64587,0.0,10.85,5.48,0
1466,2.87,8.77,27293,0.0,11.47,30.39,1
1467,3.1,10.94,26669,343.0,11.46,44.38,1
1468,2.57,3.6,28892,0.0,9.24,18.98,0
1469,2.65,4.58,41675,615.2,13.55,11.93,1
1470,2.72,10.73,22140,763.2,15.22,40.56,1
1471,2.42,2.32,37161,0.0,9.97,22.09,0
1472,2.54,7.91,21119,0.0,11.69,33.09,1
1473,2.49,4.71,33214,1471.7,15.16,9.7,1
1474,3.08,3.53,58250,0.0,6.59,11.06,0
1475,2.19,3.02,57573,0.0,11.05,4.2,0
1476,2.87,2.54,38527,0.0,8.04,21.33,0
1477,2.04,2.95,38464,0.0,10.4,10.3,0
1478,2.77,7.16,21603,0.0,12.16,24.21,1
1479,2.52,1.85,65372,0.0,5.91,2.95,0
1480,2.58,6.84,20618,0.0,11.2,34.62,1
1481,2.81,7.02,22291,0.0,8.61,23.73,0
1482,2.75,11.35,26615,0.0,14.45,40.48,0
1483,2.52,7.77,30533,298.4,11.36,33.18,1
1484,2.55,3.65,46866,0.0,8.15,17.02,0
1485,2.98,4.44,43244,0.0,6.63,17.41,0
1486,2.82,5.12,45763,0.0,7.81,23.77,0
1487,2.56,4.96,33273,0.0,11.35,20.62,0
1488,2.74,4.43,30147,0.0,9.6,26.99,1
1489,2.75,4.45,46301,0.0,8.01,15.89,0
1490,2.69,4.44,40417,0.0,11.7,10.74,0
1491,2.5,6.9,24474,0.0,15.32,18.95,0
1492,2.83,3.86,42095,0.0,8.25,14.04,0
1493,2.7,6.41,31266,0.0,12.19,30.16,1
1494,2.53,7.19,25333,792.5,15.86,20.74,1
1495,3.02,5.24,58018,0.0,5.98,6.28,0
1496,2.59,5.1,23318,0.0,11.4,26.75,1
1497,2.35,5.55,26722,0.0,13.07,20.82,1
1498,2.71,2.13,44250,0.0,7.68,9.55,0
1499,2.47,5.63,23727,0.0,9.2,18.45,0
1500,2.53,5.48,22476,0.0,11.88,35.13,1
1501,2.44,2.84,41045,0.0,9.79,5.25,0
1502,2.56,5.46,39667,0.0,10.43,21.7,0
1503,2.63,5.23,22279,0.0,8.35,24.73,0
1504,2.22,4.95,25422,0.0,16.76,19.75,1
1505,2.79,4.46,50075,313.7,7.29,15.51,0
1506,2.28,6.08,24864,0.0,13.91,25.86,0
1507,3.22,3.68,58995,0.0,4.56,14.6,0
1508,3.02,2.65,79092,0.0,5.93,4.03,0
1509,2.66,5.03,30548,0.0,11.21,15.84,0
1510,2.71,3.88,30896,0.0,9.52,16.48,0
1511,2.56,6.26,23053,0.0,10.13,24.36,0
1512,2.92,3.03,52011,0.0,6.64,4.18,0
1513,3.39,7.31,40865,0.0,10.59,17.9,0
1514,2.42,6.12,32321,0.0,9.11,29.18,0
1515,2.54,3.54,26151,0.0,10.01,24.39,0
1516,2.71,4.97,38488,0.0,10.25,20.07,0
1517,2.78,6.11,36058,905.6,13.33,23.75,1
1518,2.93,5.08,28003,0.0,6.4,11.5,0
1519,3.06,4.53,51198,0.0,6.04,19.05,0
1520,2.4,2.79,39848,0.0,11.49,14.13,0
1521,2.35,7.49,18974,0.0,7.98,38.75,0
1522,2.07,2.2,29584,0.0,13.55,13.06,0
1523,2.69,5.74,37998,0.0,6.87,35.42,0
1524,3.43,3.89,70039,0.0,4.05,9.5,0
1525,2.43,6.99,27606,243.2,12.33,31.55,1
