"PolicReqPerOffic","medIncome","householdsize","PctUnemployed","TotalPctDiv","agePct12t29","PctNotHSGrad","MedRent","OfficAssgnDrugUnits","label"
0,32405,2.3,3.61,10.51,26.37,11.92,457,0,"0"
0,23727,2.47,5.63,9.2,29.41,18.45,322,0,"0"
0,22422,2.49,3.57,8.26,29.65,22.7,292,0,"0"
0,32221,2.36,3.14,11.94,26.87,17.61,499,0,"0"
0,27023,2.42,4.32,12.46,28.38,19.49,385,0,"0"
0,36901,2.63,4.63,8.62,25.45,10.81,433,0,"0"
0,42032,3.81,5.32,6.01,28.35,5.85,434,0,"0"
0,60054,2.86,4.14,7.16,24.16,9.47,880,0,"0"
0,30548,2.66,5.03,11.21,24.03,15.84,400,0,"0"
0,35575,2.9,4.98,10.18,27.09,22.08,434,0,"0"
0,38507,2.56,5.16,8.82,27,28.98,615,0,"0"
0,17985,2.38,8.38,12.26,26.97,26.87,323,0,"0"
0,38920,2.61,4.04,7.82,22.21,20.43,426,0,"0"
0,39651,2.41,5,9.64,22.96,19.73,588,0,"0"
0,27373,2.45,4.19,12.44,26.82,15.93,439,0,"0"
0,28003,2.93,5.08,6.4,39.76,11.5,329,0,"0"
0,28998,2.75,5.92,12.07,26.67,36.6,455,0,"0"
0,18974,2.35,7.49,7.98,22.6,38.75,285,0,"0"
0,41040,2.17,4.82,10.05,19.1,12.67,609,0,"0"
0,26472,2.36,4.54,11,20.43,20.23,547,0,"0"
0,43419,2.75,5.47,10.46,29.21,13.71,638,0,"0"
0,38694,2.84,3.37,7.75,31.62,16.6,536,0,"0"
0,20078,2.96,12.35,10.75,37.39,29.49,290,0,"0"
0,36626,2.46,5.05,11.03,24.34,9.66,382,0,"0"
0,33228,2.93,4.03,12.22,30.4,14.97,446,0,"0"
0,83975,3.42,2.67,3.92,23.75,12.06,821,0,"0"
0,60357,2.71,4.35,5.74,20.91,5.58,893,0,"0"
0,26654,2.46,5.66,9.08,18.03,26.53,557,0,"0"
0,20066,2.42,9.06,14.23,23.63,38,266,0,"0"
0,14990,3.87,11.35,4.9,67.67,17.72,350,0,"0"
0,26615,2.75,11.35,14.45,28.76,40.48,457,0,"0"
0,30535,3.1,6.32,6.96,46.96,12.51,430,0,"0"
0,23839,2.93,3.75,12.25,31.51,33.47,295,0,"0"
0,36192,2.68,3.09,10.66,30.02,14.86,525,0,"0"
239.8,44004,2.51,5.02,10.22,24.85,19.69,589,2,"0"
0,53396,2.77,3.78,7.65,17.83,9.43,708,0,"0"
0,21144,2.6,10.91,10.34,25.16,27.14,319,0,"0"
0,24535,2.68,5.91,8.24,36.28,15.1,351,0,"0"
0,123625,2.94,2.52,4.2,19.72,3.94,1001,0,"0"
0,40679,3.16,4.9,10.72,29.21,17.65,629,0,"0"
0,41049,2.74,2.93,10.56,29.5,10.47,442,0,"0"
0,37500,2.8,4.74,9.52,25.34,19.1,449,0,"0"
0,48507,2.96,5.82,6.67,25.13,21.15,635,0,"0"
344.4,28955,2.66,8.27,10.72,30.98,27.09,527,19,"0"
0,46199,3.13,5.29,10.24,27.74,15.69,467,0,"0"
0,41736,2.5,3.28,9.4,26.55,8.76,574,0,"0"
0,40704,2.79,5.01,7.66,24.48,21.2,702,0,"0"
0,68742,2.82,2.69,5.78,20.7,8.76,961,0,"0"
0,38742,2.66,5.55,7.69,23.58,20.23,721,0,"0"
0,36332,2.39,2.27,11.95,26.59,19.9,474,0,"0"
0,60830,3.06,4.61,7.09,22.6,11.43,820,0,"0"
565.4,26261,2.64,8.18,15.07,30.53,29.52,390,138,"0"
674,49642,2.51,3.96,7.19,21.5,12.68,687,5,"0"
0,21339,2.46,8.14,11.91,24.38,21.68,314,0,"0"
0,35828,2.59,4.53,11.46,25.51,15.44,431,0,"0"
0,64806,2.62,2.24,9.08,20.23,4.1,767,0,"0"
0,34544,2.87,3.34,6.76,32.94,14.58,410,0,"0"
0,20146,2.43,4.67,8.36,25.73,24.49,274,0,"0"
0,46515,3.43,5.2,5.5,28.64,9.45,613,0,"0"
0,43673,3.17,3.36,8.37,26.63,20.26,660,0,"0"
0,41178,3.67,4.34,5.17,28.87,6.32,422,0,"0"
0,21463,3.27,6.9,7.65,54.92,14.11,401,0,"0"
0,76907,2.99,2.85,4.41,23.64,6,814,0,"0"
0,51984,3.13,3.34,9.01,24.16,7.74,706,0,"0"
0,37783,2.44,2.06,9.87,24.95,12.58,518,0,"0"
0,50475,2.64,3.11,8.44,28.31,14.32,698,0,"0"
0,35951,2.5,5.26,11.7,23.07,19.78,523,0,"0"
0,29987,2.44,7.56,11.11,25.19,21.94,461,0,"0"
0,59069,2.86,3.46,7.54,24.31,8.55,824,0,"0"
0,19950,2.42,9.39,11.35,27.31,32.62,338,0,"0"
0,30007,3.34,2.85,6.72,30.62,12.72,429,0,"0"
0,44495,2.53,1.79,8.2,23.47,13.33,564,0,"0"
0,41006,2.85,4.56,7.53,25.19,9.51,589,0,"0"
1295.5,39014,2.73,5.17,11.9,25.69,11.62,456,7,"0"
0,46116,2.93,4.3,10.68,25.49,16.32,729,0,"0"
0,38802,2.79,5.39,14.14,26.44,17.51,616,0,"0"
0,28315,2.71,5.44,13.27,25.71,24.95,342,0,"0"
0,25649,2.28,5.99,15.37,32.02,25.51,373,0,"0"
0,21120,3.07,7.7,9.52,28.56,43.25,313,0,"0"
0,30138,2.45,7.73,12.57,25.06,26.98,458,0,"0"
0,19382,2.46,9.39,14.61,29.68,24.67,318,0,"0"
0,25859,2.67,8.36,13.15,28.01,27.57,381,0,"0"
0,35554,2.87,5.37,10.62,29.21,25.97,501,0,"0"
0,57464,2.64,2.84,7.7,21.94,9.41,698,0,"0"
0,37701,2.73,7.65,7.94,24.89,26.02,567,0,"0"
0,29133,2.42,5.58,12.7,25.15,30.85,514,0,"0"
0,28223,2.55,4.41,8.79,26.81,16.58,347,0,"0"
0,61271,2.8,2.5,8.51,23.72,10.16,930,0,"0"
0,32124,2.47,3.26,7.62,22.27,24.42,518,0,"0"
0,32964,2.63,4.41,8.76,24.21,23.47,437,0,"0"
804.8,37274,2.86,4.9,12.76,28.71,17.45,494,8,"0"
968.9,25369,2.43,6.42,12.92,31.76,11.44,425,15,"0"
0,29647,2.47,4.9,12.39,27.27,27.44,361,0,"0"
0,44358,3.2,3.32,6.38,24.31,14.77,436,0,"0"
0,86674,2.79,2.86,6.59,19.3,5.01,1001,0,"0"
0,51988,2.8,3.47,8.01,24.59,10.4,838,0,"0"
0,49658,2.66,3.76,5.63,20.02,18.7,594,0,"0"
0,27148,2.58,5.93,11.46,29.7,20.68,363,0,"0"
1013.6,17736,2.66,17.82,15.25,28.5,31.43,343,12,"0"
0,21522,2.56,10.79,15.01,28.1,28.85,387,0,"0"
0,37862,2.47,3.56,7.68,26.35,11.41,507,0,"0"
0,43379,2.68,3.24,10.78,20.29,7.72,561,0,"0"
0,50987,3.15,4.96,6.42,25.13,10.12,812,0,"0"
0,40865,3.39,7.31,10.59,28.47,17.9,610,0,"0"
0,17805,2.46,9.08,12.14,24.29,46.73,255,0,"0"
284.7,55752,2.76,4.16,6.86,24.96,13.43,895,1,"0"
0,30907,2.48,2.28,10.17,27.59,29.71,430,0,"0"
0,46566,3.34,4.9,8.29,26.62,22.42,651,0,"0"
0,29032,2.55,4.52,11.97,25.3,23.52,387,0,"0"
0,32979,2.51,3.05,7.66,19.25,28.14,445,0,"0"
0,36724,2.87,6.76,11.36,24.66,21.38,526,0,"0"
0,48986,2.85,6.62,8.53,25.83,7.03,710,0,"0"
225.7,46539,3.01,4.57,11.63,30.19,18.34,766,9,"0"
0,27182,2.46,5.18,11.23,20.96,26.14,514,0,"0"
0,14316,2.46,10.5,13.01,32,31.14,277,0,"0"
0,60026,3.19,5.57,6.06,25.61,10.49,980,0,"0"
0,47917,2.82,2.43,5.42,21.3,13.72,627,0,"0"
0,36418,2.75,6.26,5.96,23.26,30.13,513,0,"0"
0,34235,2.69,4.02,11.73,30.06,12.45,500,0,"0"
0,41129,2.92,3.05,11.61,25.13,16.76,632,0,"0"
0,84498,2.82,1.61,7.64,16.79,3.55,1001,0,"0"
0,37117,2.67,4.93,11.03,31.73,12.18,493,0,"0"
0,43218,3.11,3.64,7.5,29.54,8.53,510,0,"0"
0,34835,2.43,4.39,12.37,26.28,19.58,404,0,"0"
0,25393,3.32,4.87,6.34,58.9,16.26,492,0,"0"
0,25569,2.71,8.17,12.97,29.09,39.42,361,0,"0"
0,37549,2.99,6.97,8.52,29.18,14.45,471,0,"0"
0,26298,2.54,5.45,11.3,24.19,26.24,304,0,"0"
0,25026,2.66,7.34,11.62,27.14,30.5,374,0,"0"
0,28428,2.43,6.87,13.39,26.66,20.35,456,0,"0"
0,16478,3.06,6.8,5.96,54.39,13.14,286,0,"0"
0,65372,2.52,1.85,5.91,18.84,2.95,474,0,"0"
0,46374,2.46,3.66,12.51,25.28,9.64,774,0,"0"
0,31053,2.64,4.93,9.62,23.62,19.02,402,0,"0"
0,32356,2.48,4.78,8.53,26.27,19.96,515,0,"0"
0,48000,2.77,4.18,9.34,23.91,16.4,631,0,"0"
0,41450,2.71,2.34,6.78,19.25,17.21,555,0,"0"
0,56011,2.73,2.42,7.6,23.6,5.47,754,0,"0"
0,31262,2.95,5.7,9.33,49.7,19.48,544,0,"0"
0,24864,2.28,6.08,13.91,25.45,25.86,468,0,"0"
358.1,25165,2.51,6.05,11.19,37.58,12.86,362,11,"0"
0,45687,2.8,5.41,6.87,25.77,15.97,682,0,"0"
0,35018,3.21,4.05,9.74,29.37,11.27,382,0,"0"
0,27647,2.52,5.25,9.31,25.65,24.6,364,0,"0"
476.9,26272,2.41,8.22,15.55,26.91,25.97,357,8,"0"
0,24215,2.65,6.44,9.55,29.62,23.57,316,0,"0"
0,24402,2.58,7.2,17.19,24.65,23.71,496,0,"0"
0,39800,2.68,5.31,8.24,25.18,20.82,603,0,"0"
0,58756,3.01,3.28,6.64,27.32,14.19,758,0,"0"
0,35550,2.45,1.9,10.94,36.13,7.34,468,0,"0"
0,29042,2.74,4.44,11.78,27.12,24.39,403,0,"0"
0,37461,2.6,2.17,10.35,25.2,16.98,524,0,"0"
0,28892,2.57,3.6,9.24,24.24,18.98,359,0,"0"
434.3,21060,2.51,6.55,9.61,25.78,29.59,320,8,"0"
0,32849,2.67,5.61,12.8,25.83,16.83,466,0,"0"
0,36693,2.57,5.12,9.87,24.58,16.57,490,0,"0"
0,30200,2.62,8.18,13,24.58,24.27,408,0,"0"
0,34472,2.52,3.93,10.73,23.87,22.19,458,0,"0"
0,45890,2.61,2.92,11.92,24.71,8.28,818,0,"0"
322.2,44142,2.65,5.5,9.4,24.75,18.1,748,6,"0"
0,20585,2.48,8.5,14.1,27.62,32,294,0,"0"
0,61524,2.83,2.46,7.12,23.03,10.04,857,0,"0"
0,48828,2.73,2.45,8.57,24.11,4.99,526,0,"0"
0,26640,2.32,4.21,11.23,24.1,21.34,342,0,"0"
0,25197,2.76,9.78,11.26,33.84,17.17,372,0,"0"
0,40404,3.04,4.52,10.35,30.07,12.71,539,0,"0"
0,46654,2.78,2.24,7.76,24.74,9.57,524,0,"0"
0,19686,2.35,6.82,12.98,19.4,29.89,400,0,"0"
0,55050,3.05,2.9,6.87,23.66,9.95,580,0,"0"
0,45964,2.54,4.07,15.45,24.83,11.68,676,0,"0"
0,35951,3.02,3.74,9.45,29.33,23.12,441,0,"0"
0,31583,2.56,5.85,11.16,26.68,18.84,408,0,"0"
0,53480,3.06,3.7,10.21,26.99,16.58,811,0,"0"
0,36512,2.99,4.37,9.28,28.61,16.93,467,0,"0"
0,19977,2.82,6.09,6.68,48.06,7.68,317,0,"0"
0,27289,2.55,6.47,11.38,26.05,33.88,489,0,"0"
0,23462,2.67,5.67,11.09,34.21,23.42,354,0,"0"
0,58947,2.7,4.37,7.39,22.61,12.2,698,0,"0"
0,27698,2.34,4.62,9.7,24.26,18.96,382,0,"0"
0,34990,2.78,3.64,11.15,28.19,21.56,442,0,"0"
0,23819,2.37,5.82,14.13,22.59,20.22,331,0,"0"
0,67892,3.13,2.72,7.98,24.72,7.07,918,0,"0"
0,17391,2.28,7.39,14.39,26.14,27.26,306,0,"0"
0,21989,2.48,10.84,14.82,26.25,38.44,304,0,"0"
0,38464,2.04,2.95,10.4,15.43,10.3,648,0,"0"
0,22146,2.51,3.94,9.93,25.06,24.31,287,0,"0"
0,21762,2.38,10.96,15.23,24.76,26.57,314,0,"0"
0,100077,3.01,2.81,4.4,22.09,4.77,1001,0,"0"
285.2,26770,2.51,5.42,10.54,28.94,19.15,363,10,"0"
0,24579,2.63,7.64,12.23,28.87,18.01,364,0,"0"
0,36977,2.53,3.09,7.67,23.09,14.31,426,0,"0"
0,36289,2.46,5.76,8.6,23.68,15.97,445,0,"0"
0,49143,2.88,3.13,5.81,23.52,11.01,577,0,"0"
0,25291,2.49,5.01,15.89,28.17,28.27,388,0,"0"
0,66760,2.81,2.99,5.66,21.73,8.81,814,0,"0"
0,52208,2.9,2.42,7.31,26.56,7.8,646,0,"0"
0,23381,2.43,9.37,9.53,22.36,24.27,287,0,"0"
0,14481,2.93,5.98,3.81,66.64,6.23,428,0,"0"
442.7,43800,2.43,3.03,11.63,26.4,5.82,610,8,"0"
0,46309,2.94,3.91,5.82,24.45,31.91,714,0,"0"
0,29324,2.88,4.33,8.84,27.91,34.22,355,0,"0"
0,34950,2.47,4.14,15.38,31.87,13.79,455,0,"0"
0,22458,2.42,10.65,14.14,23.66,30.4,321,0,"0"
0,41045,2.44,2.84,9.79,27.99,5.25,526,0,"0"
0,36835,2.31,4.36,11.33,24.83,13.95,497,0,"0"
0,34506,2.32,3.09,10.69,23.89,13.22,453,0,"0"
0,27366,2.23,4.83,12.8,21.92,17.43,350,0,"0"
0,24573,2.41,1.83,9.79,24.23,14.7,264,0,"0"
0,52193,2.66,2.8,6.97,21.33,12.21,847,0,"0"
0,40600,2.32,5.86,8.39,24.38,24.95,683,0,"0"
0,43253,2.55,5.92,9.12,25.44,13.74,631,0,"0"
0,29833,2.54,4.97,11.7,28.02,21.1,504,0,"0"
0,63607,2.75,2.77,10.55,26.5,4.62,903,0,"0"
0,58018,3.02,5.24,5.98,24.52,6.28,684,0,"0"
0,21496,2.7,5.42,12.27,29.09,33.6,326,0,"0"
476.4,31767,2.45,5.24,14.89,34.64,19.29,485,12,"0"
361.5,29622,2.36,4.01,10.69,25.52,20.84,446,13,"0"
0,32375,2.62,3.85,8.91,27.16,15.51,385,0,"0"
0,16961,2.79,6.93,8.25,44.36,24.76,265,0,"0"
0,42530,2.95,3.02,8.12,25.42,17.05,440,0,"0"
0,20646,2.54,6.58,10.4,40.9,30.36,317,0,"0"
0,30896,2.71,3.88,9.52,31.64,16.48,478,0,"0"
0,43593,2.6,4.62,9.62,26.02,22.67,666,0,"0"
0,34844,2.55,7.34,9.05,26.23,24.37,543,0,"0"
0,30795,3.05,9.21,11.55,25.91,28.73,545,0,"0"
0,27558,2.47,6.4,11.85,34.3,22.23,431,0,"0"
0,52126,2.6,2.93,5.81,20.17,13.63,765,0,"0"
0,48889,2.82,2.94,8.64,24.91,12.9,788,0,"0"
0,20970,2.6,4.75,11.29,25.95,39.6,263,0,"0"
406.9,45516,2.78,4.85,8.18,25.74,22.57,693,6,"0"
0,25740,2.58,5.21,11.54,28.86,15.07,396,0,"0"
0,46352,2.25,3.32,15,28.13,9.6,800,0,"0"
0,74124,2.81,2.75,6.55,22.54,9.03,887,0,"0"
338.6,38976,2.25,5.79,13.16,27.33,25.57,693,14,"0"
0,22279,2.63,5.23,8.35,27.68,24.73,306,0,"0"
0,36043,2.57,4.81,11.01,26.73,11.92,489,0,"0"
0,32733,2.53,6.21,13.51,27.37,15.5,555,0,"0"
0,54834,2.76,3.03,7.51,21.53,12.1,656,0,"0"
0,60462,2.51,3.4,11.7,26.23,4.96,969,0,"0"
0,61572,2.6,3.24,8.68,19.04,3.24,607,0,"0"
0,30194,2.75,6.63,12.3,28.07,29.73,578,0,"0"
0,45529,2.14,3.27,11.39,21.09,5.64,720,0,"0"
0,22407,2.56,5.88,9.2,24.03,23.6,263,0,"0"
0,31833,2.65,4.36,12.79,26.91,16.35,446,0,"0"
0,45262,2.89,1.97,6.85,23.45,17.77,628,0,"0"
0,43968,2.8,2.65,6.21,17.59,20.14,501,0,"0"
275.8,47482,2.83,4.49,7.65,26.78,16.79,621,3,"0"
0,69695,2.75,2.55,6.38,22.13,9.91,908,0,"0"
0,24536,2.63,6.47,10.96,29.18,23.68,341,0,"0"
0,36710,3.06,8.25,10.17,27.26,23.11,542,0,"0"
0,36809,2.67,3.5,9.17,25.49,19.75,492,0,"0"
0,69019,3.07,2.28,5.55,21.53,2.78,631,0,"0"
0,33961,2.69,7.85,8.23,23.33,25.66,710,0,"0"
0,53488,2.56,3.87,6.36,23.99,8.35,863,0,"0"
0,40290,2.49,3.7,10.89,26.35,16.38,664,0,"0"
0,26668,2.48,7.71,8.85,21.51,34.58,570,0,"0"
0,39215,2.65,6.03,10.03,27.64,19.85,492,0,"0"
0,52882,3.1,5.13,7.69,25.3,8.76,787,0,"0"
0,28070,2.4,5.34,11.13,29.64,18.64,452,0,"0"
0,48758,3.12,4.41,7.73,30.77,16.6,891,0,"0"
0,32733,2.54,4.28,9.25,25.91,15.12,435,0,"0"
0,40982,2.95,5.93,7.93,25.55,18.49,440,0,"0"
0,54364,3.2,2.5,8.12,29.17,11.15,810,0,"0"
0,50611,3.09,3.41,7.22,25.12,4.61,710,0,"0"
0,23744,2.46,4.48,10.57,22.35,30.01,285,0,"0"
0,41338,2.93,2.44,6.32,24.37,22.37,492,0,"0"
0,14423,2.53,12.86,13.01,27.7,33.44,284,0,"0"
0,25149,2.76,5.53,15.72,28.91,29.35,403,0,"0"
0,31007,2.53,5.57,9.67,24.59,33.08,470,0,"0"
247.1,20891,2.34,8.21,12.76,28.54,26.12,361,6,"0"
0,50896,2.67,4.07,8.08,21.94,10.16,527,0,"0"
0,22996,2.7,6.45,10.88,37.9,15.88,435,0,"0"
0,33311,2.49,7.04,10.17,26.76,33.67,658,0,"0"
0,35669,2.43,4.01,12.55,25.88,9.09,484,0,"0"
0,52707,2.95,5.44,6.57,24.35,13.22,710,0,"0"
0,53492,2.81,5,6.19,26.38,9.89,690,0,"0"
444.1,45787,2.7,3.85,11.77,27.8,10.15,542,3,"0"
0,21174,2.58,7.69,16.27,27.52,25.24,343,0,"0"
0,17829,3.01,5.63,6.03,50.03,16.7,290,0,"0"
0,27922,4.31,4.86,4.68,63.35,11.33,434,0,"0"
0,28860,2.76,4.56,13.03,30.41,26.19,391,0,"0"
320.1,49777,2.64,4.03,6.95,22.36,16.83,693,4,"0"
0,49149,2.75,4.19,11.86,27.36,11.78,762,0,"0"
71.4,37539,2.76,5.35,8.39,23.63,17.03,476,16,"0"
0,24296,2.44,3.73,10.69,23.43,17.27,294,0,"0"
0,56571,3.03,4.08,6.83,21.25,9.32,723,0,"0"
0,23700,2.41,5.19,15.04,26.32,26.15,322,0,"0"
0,21312,2.97,6.84,6.17,44.55,9.64,328,0,"0"
0,14994,3.2,19.22,10.6,28,51.9,273,0,"0"
0,26703,2.46,4.95,13.43,28.54,18.98,408,0,"0"
0,22098,2.77,7.72,11.06,31.27,24.61,363,0,"0"
0,23393,2.42,7.18,11.09,22.3,27.29,305,0,"0"
0,31103,2.64,5.13,11.33,30.39,21.43,429,0,"0"
0,25711,2.44,6.42,12.34,24.98,19.14,304,0,"0"
0,53539,2.62,1.96,6.41,18.06,4.46,605,0,"0"
0,43759,2.74,5.29,8.33,24.23,13.21,666,0,"0"
0,42299,2.53,2.85,13.18,28.06,5.98,661,0,"0"
0,35974,2.57,7.11,9.96,27.99,24.83,524,0,"0"
0,74825,3.19,4.7,5.23,24.83,11.91,1001,0,"0"
0,42489,2.36,3.42,16.41,29.11,11.4,743,0,"0"
0,26684,2.52,7.28,12.37,25.6,26.21,342,0,"0"
0,22257,2.34,4.37,8.73,21.86,24.27,276,0,"0"
0,35374,2.89,4.33,12,26.29,17.39,667,0,"0"
0,40885,2.82,4.38,8.12,20.02,15.31,719,0,"0"
0,32285,2.57,4.46,9.7,25.51,15.89,384,0,"0"
0,71274,2.75,1.67,5.59,18.3,4.88,818,0,"0"
0,65994,2.78,3.64,5.88,22.26,5.96,856,0,"0"
0,26873,2.8,3.9,8.89,29.25,28.61,368,0,"0"
0,15938,2.69,11.24,13.72,26.8,41.31,245,0,"0"
0,42686,2.61,2.21,9.07,25.66,4.24,515,0,"0"
0,75905,3.04,2.25,4.23,21.16,9.95,1001,0,"0"
0,33107,2.4,4.55,9.87,22.84,15.58,507,0,"0"
0,29547,2.06,2.57,14.64,26.23,14.56,439,0,"0"
0,59834,3,4.36,6.45,24.16,9.61,804,0,"0"
0,40330,2.9,5.07,6.35,24.95,15.98,436,0,"0"
0,22092,2.84,7.84,7.72,47.45,25.19,299,0,"0"
0,12931,2.52,6.77,4.92,59.94,11.9,358,0,"0"
650.9,34054,2.45,4.78,14.97,26.6,11.82,465,6,"0"
0,30743,2.75,5.09,7.47,26.42,21.81,357,0,"0"
0,19205,2.53,7.53,12.73,23.9,32.44,310,0,"0"
0,50945,3.09,4.31,10,31.71,18.32,799,0,"0"
0,22634,2.56,6.44,9.82,34.09,22.96,331,0,"0"
0,18506,2.86,13.03,12.05,27.77,42.88,291,0,"0"
0,33817,2.58,3.75,10.31,24.35,23.65,416,0,"0"
0,51242,2.98,4.78,6.53,25.03,11.27,694,0,"0"
0,42565,2.84,3.13,10.41,25.46,14.97,469,0,"0"
0,89395,2.84,3.31,5.78,19.99,6.27,1001,0,"0"
0,43088,2.82,4.43,10.99,26.29,18.13,749,0,"0"
0,74472,2.83,2.41,8.44,21.1,4.27,1001,0,"0"
0,34218,3.11,8.11,8.77,39.34,24,474,0,"0"
314,26301,2.72,11.32,12.99,29.66,33.95,445,150,"0"
0,27264,2.46,4.43,11.12,28.04,21.46,367,0,"0"
0,30469,2.99,5.32,8.06,34.35,26.19,456,0,"0"
0,56468,2.63,3.98,7.91,30.57,10.36,943,0,"0"
0,36864,2.54,4.16,10.45,29.41,14.77,613,0,"0"
0,69904,2.93,2.95,5.72,21.21,5.62,874,0,"0"
0,37987,2.66,6.34,12.94,31.24,22.42,566,0,"0"
0,50798,2.9,2.81,6.47,24.15,15.75,765,0,"0"
0,25677,2.49,7.01,14.85,24.15,18.27,431,0,"0"
0,33253,2.61,3.85,10.59,25.01,15.74,388,0,"0"
0,26179,2.4,8,15.25,26.86,37.57,416,0,"0"
0,37664,2.57,4.13,8.98,24.9,27.73,651,0,"0"
0,75221,2.89,3.11,5.56,22.18,6.57,912,0,"0"
0,14822,2.53,9.79,13.56,36.19,24.6,299,0,"0"
0,22291,2.81,7.02,8.61,40.34,23.73,354,0,"0"
429.3,20176,2.61,18.29,17.92,29.26,30.71,375,45,"0"
0,27126,2.97,8.17,12.2,27.38,29.5,422,0,"0"
0,26136,2.98,7.12,9.23,28.02,38.5,316,0,"0"
0,20472,2.41,9.29,10.56,23.23,25.5,286,0,"0"
0,22265,2.4,5.77,4.81,47.49,11.77,411,0,"0"
0,25058,2.75,9.63,10.88,25.59,27.43,318,0,"0"
0,37050,2.84,5.23,11.14,30.27,14.96,550,0,"0"
0,79092,3.02,2.65,5.93,21.58,4.03,632,0,"0"
0,36526,2.54,6.09,10.35,26.38,26.23,503,0,"0"
0,25615,2.6,10.57,7.67,22.72,22.71,351,0,"0"
0,57568,2.73,3.45,6.66,21.64,12.26,746,0,"0"
0,39308,2.92,3.76,9.7,36.22,10.21,550,0,"0"
0,56713,2.83,3.27,7.22,25.06,10.62,877,0,"0"
0,40174,2.64,3.92,9.19,23.98,9.93,415,0,"0"
0,36935,2.56,4.5,10.77,21.05,12.19,520,0,"0"
0,21219,2.91,7.5,8.85,54,17.84,402,0,"0"
0,22369,2.47,5.85,13.12,25.84,41.29,339,0,"0"
0,36247,2.71,4.75,7.36,25.15,33.26,522,0,"0"
0,45303,2.49,3.59,9.82,25.94,8.47,483,0,"0"
0,77530,3.11,3.12,5.15,21.16,6.98,647,0,"0"
0,72369,3.06,4.11,4.48,21.65,10.09,935,0,"0"
0,23221,2.45,8.19,14.94,27.93,28.67,338,0,"0"
0,20413,2.44,8.71,13.8,23.77,42.55,278,0,"0"
0,18956,3.53,12.69,10.12,34.33,43.81,311,0,"0"
0,24714,2.46,4.73,11.97,35.4,14.77,426,0,"0"
0,32596,2.66,5.1,8.75,24.09,33.24,488,0,"0"
0,24091,2.39,4.67,9.14,20.79,23,268,0,"0"
0,16997,2.59,9.03,13.13,24.41,36.81,256,0,"0"
20.8,9805,2.5,31.23,22.23,27.84,43.44,285,5,"0"
0,20742,2.48,11.19,11.06,24.92,29.22,320,0,"0"
0,56478,2.94,3.51,6.2,33.74,12.51,792,0,"0"
355.6,25656,2.72,9.34,12.76,30.02,30.39,495,2,"0"
0,59020,2.78,2.42,6.45,21.93,7.79,777,0,"0"
452.4,39822,2.44,5.57,8.24,24.97,22.13,600,0,"0"
0,36431,2.45,3.51,10.53,22.93,18.2,685,0,"0"
0,25341,3.33,4.52,6.81,30.75,14.49,347,0,"0"
0,22023,2.49,9.53,13.45,25.94,30.67,309,0,"0"
0,32141,2.6,5.68,9.16,23.8,20.44,392,0,"0"
0,17103,3.15,13.57,10.47,29.76,48.56,263,0,"0"
0,33863,2.09,3.92,15.61,34.22,15.33,562,0,"0"
0,34168,2.57,5.37,10.19,26.52,16.18,509,0,"0"
0,22806,2.42,9.15,13.7,23.96,25.4,355,0,"0"
0,24929,2.55,4.31,11.45,26.4,23.74,377,0,"0"
0,50843,2.56,2.55,9.21,25.55,10.1,758,0,"0"
0,30031,2.51,4.98,10.65,26.51,23.2,403,0,"0"
0,39683,2.65,2.95,8.02,28.64,13.83,429,0,"0"
0,31768,2.76,5.62,10.16,26.76,19.62,397,0,"0"
0,42026,2.91,5.38,9.34,28.26,15.58,527,0,"0"
0,24868,2.65,5.96,13.2,27.84,30.57,366,0,"0"
0,32369,2.34,4.13,9.73,21.98,12.34,421,0,"0"
0,40324,2.61,3.98,8.72,30.96,9.59,487,0,"0"
0,59719,2.8,3.94,6.41,28.52,8.34,884,0,"0"
0,34181,2.57,7.55,9.18,25.35,27.16,541,0,"0"
0,51035,2.83,3.01,7.48,30.45,12.38,731,0,"0"
0,60688,3.04,2.97,5,23.75,15.65,986,0,"0"
0,55657,2.7,2.21,5.22,19.48,8.42,775,0,"0"
0,30067,2.48,6.53,10.45,25.76,33.22,444,0,"0"
0,29887,2.74,4.75,11.11,28.02,15.78,364,0,"0"
0,33219,2.91,5.87,4.98,22.68,17.69,382,0,"0"
0,23220,2.52,12.21,13.34,27.86,24.5,361,0,"0"
0,27373,2.55,2.4,9.64,24.07,15.2,317,0,"0"
0,37856,2.69,4.17,9.75,25.43,14.64,512,0,"0"
0,25007,2.49,4.05,13.62,23.82,35.02,342,0,"0"
0,34255,2.51,4.72,10.43,20.15,17.2,581,0,"0"
0,41224,2.9,5.21,9.86,27.73,18.6,549,0,"0"
294.2,49787,2.58,5.08,9.86,26,18.81,794,13,"0"
0,27095,2.62,1.93,13.33,27.69,25,410,0,"0"
0,30565,2.37,4.06,9.26,21.82,25.24,511,0,"0"
0,21105,2.79,7.38,13.01,28.26,35.44,283,0,"0"
0,46726,3.4,4.16,8.28,27.1,15.77,593,0,"0"
0,34929,2.95,9.78,12.2,28.72,31.06,447,0,"0"
226.4,58769,2.92,3.86,5.9,25.63,11.99,731,2,"0"
0,17884,2.27,11.12,12.07,21.63,28.67,292,0,"0"
0,101320,2.73,3.56,5.34,18.79,3.98,1001,0,"0"
0,47106,2.8,3.83,7.33,24.95,20.84,593,0,"0"
