"medIncome","householdsize","PctUnemployed","TotalPctDiv","agePct12t29","label"
22806,2.42,9.15,13.7,23.96,"0"
24929,2.55,4.31,11.45,26.4,"0"
50843,2.56,2.55,9.21,25.55,"0"
30031,2.51,4.98,10.65,26.51,"0"
39683,2.65,2.95,8.02,28.64,"0"
31768,2.76,5.62,10.16,26.76,"0"
42026,2.91,5.38,9.34,28.26,"0"
24868,2.65,5.96,13.2,27.84,"0"
32369,2.34,4.13,9.73,21.98,"0"
40324,2.61,3.98,8.72,30.96,"0"
59719,2.8,3.94,6.41,28.52,"0"
34181,2.57,7.55,9.18,25.35,"0"
51035,2.83,3.01,7.48,30.45,"0"
60688,3.04,2.97,5,23.75,"0"
55657,2.7,2.21,5.22,19.48,"0"
30067,2.48,6.53,10.45,25.76,"0"
29887,2.74,4.75,11.11,28.02,"0"
33219,2.91,5.87,4.98,22.68,"0"
23220,2.52,12.21,13.34,27.86,"0"
27373,2.55,2.4,9.64,24.07,"0"
37856,2.69,4.17,9.75,25.43,"0"
25007,2.49,4.05,13.62,23.82,"0"
34255,2.51,4.72,10.43,20.15,"0"
41224,2.9,5.21,9.86,27.73,"0"
49787,2.58,5.08,9.86,26,"0"
27095,2.62,1.93,13.33,27.69,"0"
30565,2.37,4.06,9.26,21.82,"0"
21105,2.79,7.38,13.01,28.26,"0"
46726,3.4,4.16,8.28,27.1,"0"
34929,2.95,9.78,12.2,28.72,"0"
58769,2.92,3.86,5.9,25.63,"0"
17884,2.27,11.12,12.07,21.63,"0"
101320,2.73,3.56,5.34,18.79,"0"
47106,2.8,3.83,7.33,24.95,"0"
45424,2.53,2.44,8.2,23.61,"0"
33410,2.39,4.85,8.25,22.81,"0"
48219,2.89,3.68,9.99,23.03,"0"
34158,2.1,3.93,7.47,10.71,"0"
32713,2.82,5.41,8.48,21.82,"0"
58995,3.22,3.68,4.56,22.82,"0"
65590,2.84,3.75,6.65,24.25,"0"
43578,2.37,4.11,10.85,23.65,"0"
32321,2.42,6.12,9.11,25.88,"0"
38433,2.77,4.48,14,34.37,"0"
40505,2.57,6.03,10.67,28.51,"0"
43832,2.72,5.4,9.92,28.95,"0"
25372,2.44,5.79,14.76,27.21,"0"
29624,3.83,6.09,5.85,30.7,"0"
36562,2.66,4.13,9.51,27.85,"0"
34825,2.65,4.18,12.46,40.65,"0"
45043,2.85,3.09,10.54,27.49,"0"
21619,2.37,4.84,13.64,26.36,"0"
25710,2.52,4.57,7.78,23.98,"0"
20518,2.48,3.72,12.83,25.18,"0"
23999,2.43,7.86,10.58,23.99,"0"
46082,2.72,5.56,6.68,24.41,"0"
37840,2.8,6.22,7.75,28.53,"0"
24103,3.27,8.29,10.26,28.5,"0"
43092,3.68,3.21,5.92,53.13,"0"
95134,3.04,3.62,4.98,24.53,"0"
26151,2.54,3.54,10.01,33.27,"0"
17161,3.02,7.5,6.94,50.47,"0"
29693,2.37,4.6,14.68,24.54,"0"
45892,2.35,2.69,12.8,18.3,"0"
19420,2.34,5.98,13.88,27.39,"0"
28282,2.54,6.11,12.82,26.51,"0"
27493,2.55,6.69,11.77,25.93,"0"
71996,2.96,1.32,6.28,18.83,"0"
26728,2.32,4.64,13.32,25.31,"0"
24353,2.6,5.06,10.69,24.28,"0"
31544,2.7,6.24,11.95,25.47,"0"
38017,2.56,4.13,10.84,24.93,"0"
34006,2.42,4.62,13.59,24.93,"0"
33000,2.86,3.92,9.53,26.61,"0"
34091,2.49,5.35,11.27,27.95,"0"
25505,2.52,3.99,9.04,25.13,"0"
48901,2.66,3.09,12.29,26.09,"0"
8866,2.96,28.94,18.77,32.03,"0"
33098,2.27,4.24,8.08,19.67,"0"
33120,2.3,3.35,10.72,23.37,"0"
27597,2.51,4.81,11.96,26.59,"0"
38792,2.64,5.43,11.67,28.51,"0"
14292,3.88,13.29,7.33,32.24,"0"
60274,2.87,5.9,6.27,23.41,"0"
38180,2.71,6.78,8.98,27.09,"0"
28382,3.18,7.14,9.73,43.03,"0"
43598,3.01,3.42,6.14,34.17,"0"
22954,2.3,7.48,12.03,16.28,"0"
38025,2.6,3.62,9.67,25.36,"0"
31954,2.43,5.88,8.96,24.3,"0"
47284,2.89,3.88,8.36,27.62,"0"
27900,2.24,8.65,9.96,17.97,"0"
31726,2.45,5.01,6.85,19.65,"0"
43937,2.75,5.94,8.96,26.35,"0"
32455,2.51,6.33,8.04,36.91,"0"
40268,2.88,6.58,7.78,26.18,"0"
32066,2.76,6.27,5.92,23.25,"0"
27230,2.71,10.34,14.31,26.84,"0"
80968,2.64,2.98,7.49,15.77,"0"
42160,3.07,5.66,7.14,30.98,"0"
60368,3.35,3.58,8.04,26.08,"0"
40926,2.49,4.23,7.41,19.89,"0"
20423,2.38,9.13,11.83,23.42,"0"
53693,3.09,3.54,7.5,24.32,"0"
46508,2.62,3.26,6.98,26.85,"0"
20321,2.68,7.9,13.77,31.23,"0"
23684,2.44,5.19,11.74,23.9,"0"
24553,3.58,5.41,7.68,46.53,"0"
47421,2.98,4.31,7.69,27.7,"0"
23485,3.3,8.2,12.94,31.32,"0"
45884,2.74,4.84,9.91,24.99,"0"
22253,2.8,5.64,7.98,23.68,"0"
43804,4.32,3.21,4.1,28.04,"0"
38822,2.93,7.19,10.81,30.55,"0"
36682,2.8,6.67,9.33,26.83,"0"
41524,2.67,2.67,9.43,26.9,"0"
23986,2.59,8.23,8.7,32.15,"0"
34372,2.62,6.95,11.12,26.68,"0"
27914,2.67,9.79,13.7,23.94,"0"
21904,2.33,7.23,12.63,21.59,"0"
27871,2.62,4.5,12.67,26.79,"0"
63032,2.92,3.85,6.44,22.83,"0"
46470,2.89,5.05,7.22,28.58,"0"
41806,2.97,6.95,8.98,28.09,"0"
22098,2.54,7.52,12.29,23.85,"0"
52798,2.98,5.03,7.9,27.04,"0"
38437,2.33,3.45,15.07,28.69,"0"
53768,2.68,3.91,7.61,23.98,"0"
30638,2.57,7.78,11.67,26.11,"0"
43244,2.98,4.44,6.63,25.18,"0"
34182,2.7,3.93,14.83,24.93,"0"
47335,2.77,4.07,7.89,22.49,"0"
26875,3.48,6.5,10.29,34.68,"0"
35855,2.47,3.31,9.55,23.25,"0"
18829,2.64,8.73,11.17,35.14,"0"
48481,2.95,3.55,8.24,23.78,"0"
41919,2.75,5.8,7.62,24.82,"0"
41586,2.6,5.56,9.07,27.13,"0"
61692,2.96,4.59,5.14,19.86,"0"
36582,2.74,2.07,8.41,32.59,"0"
22279,2.48,9.01,14.13,28.52,"0"
23745,2.52,7.28,15.75,23.93,"0"
23415,3.31,5.83,6.59,38.06,"0"
18107,2.6,6.84,11.56,30.08,"0"
32886,2.57,5.32,12.04,28.8,"0"
40633,2.86,3.52,8.88,25.69,"0"
29978,2.61,3.47,11.6,27.01,"0"
37082,2.56,4.91,7.38,22.99,"0"
35808,2.45,7.2,9.63,26.06,"0"
24265,2.92,5.69,6.91,39.82,"0"
34887,2.69,5.28,9.68,26.54,"0"
18346,2.45,7.18,9.27,39.51,"0"
38785,2.73,3.39,8.96,26.25,"0"
44130,2.69,4.58,9.47,24.67,"0"
45489,2.94,3.36,8.18,26.77,"0"
26826,2.58,5.06,9.53,25.84,"0"
39067,2.83,3.76,10.39,26.59,"0"
43376,2.87,4.65,6.2,30.27,"0"
31602,2.72,3.75,9.84,33.98,"0"
34726,2.77,5.34,13.08,28.27,"0"
47346,3.19,2.41,6.5,25.22,"0"
50859,2.39,3.41,11.46,24.66,"0"
44083,2.93,3.4,7.02,25.04,"0"
33488,2.55,7.69,10.91,26.02,"0"
51499,2.45,3.01,11.85,21.09,"0"
22186,2.44,6.59,12.32,20.75,"0"
38261,2.53,5.25,9.84,27.32,"0"
45598,2.25,4.8,8.56,28.82,"0"
54305,2.74,3.5,8.25,25.06,"0"
48210,2.81,2.81,5.58,23.6,"0"
28259,2.28,8.97,8.05,17.94,"0"
30144,2.69,5.87,12.25,30.86,"0"
31161,2.65,6.83,11.66,24.91,"0"
46119,3.02,2.93,5.67,25.15,"0"
57309,2.77,4.13,4.36,18.34,"0"
45713,2.78,5.04,7.04,24.06,"0"
34720,2.6,2.34,8.51,25.44,"0"
37952,2.97,5.29,8.64,27.62,"0"
23483,2.57,5.27,14.24,26.09,"0"
25550,2.6,7.85,13.82,26.78,"0"
25508,2.73,7.43,13,27.31,"0"
50095,2.65,4.08,5.6,21.98,"0"
24584,2.88,7.66,10.68,38.55,"0"
37230,2.78,5.7,9.02,24.46,"0"
28873,2.27,5.8,15.09,27.57,"0"
34704,2.67,6.57,9.32,25.82,"0"
49394,2.87,2.54,5.74,23.28,"0"
42477,4.94,7.83,2.9,65.98,"0"
84441,2.7,2.08,5.61,20.08,"0"
32624,2.66,2.91,9.13,26.69,"0"
52956,2.72,3.06,8.58,26.62,"0"
36006,2.63,3.72,12.61,34.3,"0"
75122,3.1,2.7,4.47,21.44,"0"
45165,2.85,8.24,8.14,28.78,"0"
24788,2.95,8.37,12.15,31.86,"0"
23642,2.56,5.25,13.78,26.4,"0"
63782,3.14,3.83,5.17,21.75,"0"
25797,2.53,3.67,7.32,25.03,"0"
18956,2.67,15.73,17.37,29.15,"0"
57132,2.95,2.25,4.16,20.09,"0"
22271,2.62,8.96,11.37,26.05,"0"
40926,2.69,3.86,12.51,24,"0"
38962,2.61,2.92,11.28,26.64,"0"
48483,2.76,2.81,5.14,20.71,"0"
25500,2.77,6.24,8.07,25.53,"0"
34826,2.72,4.29,13.3,29.08,"0"
36995,2.7,4.94,12.71,26.55,"0"
28989,2.5,5.59,10.95,24.39,"0"
35856,2.87,4.38,11.48,28.6,"0"
23201,3.29,17.3,16.28,31.61,"0"
37900,2.86,4.59,10.34,28.4,"0"
20743,2.85,4.15,10.68,27.91,"0"
61144,2.45,2.32,8.45,23.42,"0"
36271,2.9,3.86,10.69,32.58,"0"
26198,2.54,3.31,11.54,25.81,"0"
56856,2.86,3.95,10.33,26.2,"0"
48647,2.32,3.55,6.99,18.94,"0"
55248,2.47,2.54,6.58,20.6,"0"
74401,3.03,2.55,3.87,21.76,"0"
30469,2.43,5.95,11.22,24.79,"0"
51762,2.92,3.49,5.65,36.41,"0"
32534,2.63,5.98,12.75,25.97,"0"
50275,2.82,4,5.49,20.61,"0"
22550,2.87,6.3,9.96,42.55,"0"
21543,2.55,6.17,13.19,26.79,"0"
19118,2.68,8.33,13.75,32.55,"0"
17489,3.45,12.14,7.43,29.66,"0"
23207,2.73,9.17,12.06,39.91,"0"
26974,2.88,4.35,11.49,29.02,"0"
25787,2.4,4.24,15.17,27.04,"0"
38248,2.61,5.05,7.63,23.94,"0"
38432,2.45,4.76,10.45,25.53,"0"
36979,2.67,5.36,7.76,23.28,"0"
32645,2.41,7.28,10.7,29.41,"0"
50679,2.98,5.23,6.7,29.14,"0"
45550,2.84,4.11,10.56,26.4,"0"
20831,2.75,6.41,12.88,28.52,"0"
42474,2.67,5.48,8.04,22.9,"0"
42894,2.41,4.25,12.55,24.24,"0"
20905,2.47,9.73,12.05,26.47,"0"
26111,2.59,7.4,9.78,24.38,"0"
29961,2.64,12.1,13.02,27.14,"0"
31250,2.79,7.4,13.93,27.85,"0"
41495,2.47,5.54,10.72,24.68,"0"
36090,2.8,6.17,11.45,25.11,"0"
26668,2.45,4.82,13.08,24.34,"0"
35989,2.35,4.35,12.11,28.69,"0"
55465,2.82,3.19,10.29,26,"0"
56598,2.91,4.72,7.68,23.88,"0"
57561,2.9,2.78,7.68,24.36,"0"
50916,2.87,3.59,6.77,23.88,"0"
45127,2.84,4.24,11.52,25.7,"0"
19672,3.05,8.12,6.09,55.81,"0"
37161,2.42,2.32,9.97,21.93,"0"
41491,2.63,2.61,7.73,22.19,"0"
37397,2.78,6.1,6.9,22.99,"0"
47299,4.14,1.66,5.49,39.12,"0"
32955,2.27,4.89,12.43,28.47,"0"
110550,2.7,3.36,6.42,18.7,"0"
31063,2.63,5.55,13.14,23.6,"0"
27027,2.68,5.01,7.63,26.93,"0"
36211,2.56,5.13,11.51,26.89,"0"
39738,2.75,2.84,9.86,25.72,"0"
25221,2.55,7.89,14.1,28.5,"0"
34198,2.8,5.33,7.42,23.21,"0"
38488,2.71,4.97,10.25,28.9,"0"
47930,2.89,5.15,7.26,29.87,"0"
17645,3.32,17.59,8.04,29.1,"0"
27042,2.56,6.58,14.9,28.65,"0"
42453,2.49,3.53,13.03,28.84,"0"
42235,2.87,2.87,6.28,23.35,"0"
63533,2.88,2.64,6.03,24.76,"0"
36999,2.6,2.87,10.59,26.03,"0"
42240,2.72,4.43,3.77,20.29,"0"
28975,2.81,4.32,11.94,33.24,"0"
25943,2.69,8.04,10.29,24.55,"0"
40117,2.93,4.6,6.44,25.59,"0"
34061,2.62,2.46,8.84,24.14,"0"
35532,2.83,5.31,12.12,27.34,"0"
19030,2.6,9.19,13.21,30.13,"0"
66844,2.63,2.86,5.69,17.45,"0"
38068,2.81,3.69,10.34,27.21,"0"
34205,2.77,4.62,9.19,23.2,"0"
38605,2.55,1.97,10.41,27.15,"0"
26703,1.96,5.82,7.72,14.64,"0"
64333,3.71,4.28,5.63,26.3,"0"
53333,2.43,3.37,9.15,20.16,"0"
45999,2.57,3.19,9.26,22.26,"0"
19005,2.58,9.2,10.82,48.68,"0"
18501,2.59,6.22,7.13,51.91,"0"
42095,2.83,3.86,8.25,23.89,"0"
46970,2.53,3.09,9.32,23.03,"0"
46674,2.95,3.3,11,31.92,"0"
18551,2.5,9.44,10.29,45.34,"0"
59290,2.98,3.91,5.81,25.19,"0"
49851,2.67,2.57,8.64,20.33,"0"
25456,2.67,5.08,8.28,38.87,"0"
22194,2.79,5.96,6.76,45.62,"0"
44248,2.6,4.95,7.96,24.26,"0"
19906,2.53,9.04,14.52,23.49,"0"
39638,2.75,3.14,8.75,24.99,"0"
48864,2.68,3.61,8.65,24.41,"0"
21392,3.13,7.56,5.29,52.12,"0"
40776,2.63,5.36,9.58,24.54,"0"
51128,2.44,3.94,10.31,21.46,"0"
33344,2.63,3.81,8.09,43.75,"0"
26541,2.45,7.98,11.47,27.25,"0"
36221,2.72,4.15,8.03,24.81,"0"
37302,2.49,3.13,10.72,25.45,"0"
